Year|Country|Farmer|Characteristics|Predicted Score|True Score|Model Error|URL|latitude|longitude
2012|Costa Rica|Gillio Francesa Ferraro|AROMA honey apricot,FLAVOR mango strawberry ginger whitecurrant mint dark chocolate watermelon sweet basil Malbec wine, red cherry well structured lively refined, creamy juicy, |87.6500015258789|87.7|0.049998474121096585|https://cupofexcellence.org/directory/wpbdp_category/costa-rica-2012/|9.748917|-83.753428
2017|Nicaragua|Francisco Irene Olivera Ruiz|Caramel, nuts, dark fruit, plum, black currant, sugarcane brown sugar, orange, almond, intense sweet, Citric, strong tartaric, Juicy, transparent, juicy, very clean, medium body, |87.58000183105469|87.7|0.11999816894531536|https://cupofexcellence.org/directory/wpbdp_category/nicaragua-2017/page/3/|12.865416|-85.207229
2011|Guatemala|Agricola Valmar, S. A.|fruit basket, spicy aroma, fresh fruit, eucalyptus, mushroom, peat moss, cedar, sage, citric, aggressive, great tannins, big body, transparent, clean, complex, smooth, harmonious, |88.0|87.69|0.3100000000000023|https://cupofexcellence.org/directory/wpbdp_category/guatemala-2011/|15.783470999999999|-90.23075899999999
2014|Guatemala|AGRISAR|grape, floral, plum, red apple, butterscotch, caramel, brown sugar, black tea, balanced, citric, malic, lively, strawberry, lingering well balanced after taste, malic, earl grey, red wine, dynamic, smooth and sparkling aftertaste Body creamy round, bright, |88.0999984741211|87.69|0.40999847412109597|https://cupofexcellence.org/directory/wpbdp_category/guatemala-2014/|15.783470999999999|-90.23075899999999
2012|Rwanda|Uwineza Eraste|jasmine, honeysuckle, grape, passion fruit, apricot, plum, date, blackcurrant, caramel, honey, butter, cream, cedar, patchouli, sandalwood, herbal, mint, juniper, clove, malic, green apple, Meyer lemon, transparent, juicy, big body, silky, winter green in aftertaste, |87.69999694824219|87.69|0.009996948242189774|https://cupofexcellence.org/directory/wpbdp_category/rwanda-2012/|-1.940278|29.873888
2014|Colombia|Eduardo Torres Barreto|spiced tobacco, candy orange, dark chocolate, hazelnut, dark chocolate cedar, malic, pear, red apple, cotton candy, Body , creamy, silky, syrup, |86.11000061035156|87.69|1.5799993896484352|https://cupofexcellence.org/directory/wpbdp_category/colombia-south-2014/|4.570868|-74.297333
2012|Rwanda|Serufirira Jean Damascene|floral, honeysuckle, lavender, perfumed, vanilla, peach, melon, pineapple, plum, caramel, honey, brown sugar cinnamon, sandalwood, citric, grapefruit, very bright, effervescent, balanced, well structured, pecan, sweet basil and mint in finish, |88.13999938964844|87.69|0.4499993896484398|https://cupofexcellence.org/directory/wpbdp_category/rwanda-2012/|-1.940278|29.873888
2019|Costa Rica|Josue Bonilla Solis|lemon barley, apple, honey, lemon, elderflower tea, fresh pine, lingering sweetness, black grape, dark berry notes, sparkling champagne acidity, malic, well structred, fudge like, thick, |87.66999816894531|87.69|0.020001831054685226|https://cupofexcellence.org/directory/wpbdp_category/costa-rica-2019/page/3/|9.748917|-83.753428
2019|Costa Rica|LUIS ENRIQUE NAVARRO PORRAS|brown spices, anis, dark berries, umami, red grapes, honey, mango , tamarinde, cascara, pear, lemonlime, malic, tartaric,, creamy, round mouthfeel, |87.56999969482422|87.69|0.12000030517577898|https://cupofexcellence.org/directory/wpbdp_category/costa-rica-2019/page/3/|9.748917|-83.753428
2012|Nicaragua|Francisco González Avilés|AROMA peach, cherry, lemon, apricot, chocolate ,FLAVOR orange zest, caramel, hibiscus, green apple, apricot, juicy citric, clean and sweet finish, |87.19000244140625|87.69|0.4999975585937477|https://cupofexcellence.org/directory/wpbdp_category/nicaragua-2012/page/2/|12.865416|-85.207229
2013|Costa Rica|Hector Bonila Cruz|kiwi, vanilla, peanut, dark chocolate, orange, hazelnut, bakers chocolate, raspberry, molasses, pronounced, lemon, citric, juicy, orange, Body  smooth, round, rolling, |86.2699966430664|87.69|1.4200033569335917|https://cupofexcellence.org/directory/wpbdp_category/costa-rica-2013/|9.748917|-83.753428
2011|El Salvador|Marta Dolores Menendez De Riera|chocolate, lime, watermelon, cinnamon, toffee, lemonade, lemon, lime, zesty, orange, apricot, grapefruit, toasted hazelnut, nougat, mouthwatering, tart, citrus, apple, buttery finish, |86.33999633789062|87.69|1.3500036621093727|https://cupofexcellence.org/directory/wpbdp_category/el-salvador-2011/page/2/|13.794185|-88.89653
2019|Brazil|Gilberto Augusto Cainelli Basilio|balanced, clean, hazelnut, smooth, roasted nut, orange, floral, peach, caramel, green apple, delicate mouthfeel, malic, |86.45999908447266|87.69|1.2300009155273417|https://cupofexcellence.org/directory/wpbdp_category/brazil-2019/page/3/|-14.235004|-51.92528
2018|Honduras|Job Neel Cacerez Diaz|Lemon drops, honey, milk chocolate, while grape, muscato, crisp, bright, juicy, long aftertaste, silky mouthfeel, |87.26000213623047|87.68|0.4199978637695381|https://cupofexcellence.org/directory/wpbdp_category/honduras-2018/page/3/|15.199998999999998|-86.241905
2011|Costa Rica|Luis Pablo Bonilla Solìs|persimmon, blueberry, vanilla, caramel, jasmine, marzipan sweetness, fantastic fragrance apple blossom, jasmine, lemon, cherries black current, restrained acidity, refined lemon gentle, sweet tangy, sweet tangy aftertaste, soft body chocolate, buttery mouthfeel cocoa aftertaste, lingering and structured, |87.95999908447266|87.68|0.27999908447264943|https://cupofexcellence.org/directory/wpbdp_category/costa-rica-2011/|9.748917|-83.753428
2009|Nicaragua|Andrés Figueroa López|green apples, green grapes, fresh fruits, dark berries, fruity, bright multi dimensional, blueberry, Good body, |86.72000122070312|87.68|0.9599987792968818|https://cupofexcellence.org/directory/wpbdp_category/nicaragua-2009/|12.865416|-85.207229
2009|Nicaragua|Bernardino Fortin Altamirano|flowery, delicate aroma, smooth, vanilla, caramel, brown sugar, berry cherry grape, milk chocolate, tamarind, crisp round, smooth, crystal clear orange, berrylike, lingering after taste, velvety, creamy, balanced, |87.72000122070312|87.68|0.04000122070311818|https://cupofexcellence.org/directory/wpbdp_category/nicaragua-2009/|12.865416|-85.207229
2019|Brazil|Henrique Leivas Sloper de Araújo|honey, jasmine, floral, dark chocolate, orange, vanilla, plum, lively, citric, bright, sugar cane, dense mouthfeel, long finish, complex, smooth, |87.11000061035156|87.68|0.5699993896484443|https://cupofexcellence.org/directory/wpbdp_category/brazil-2019/page/3/|-14.235004|-51.92528
2019|Brazil|Alessandro Alves Hervaz|green apple, dark chocolate, white peach, sugar cane, passion fruit, vanilla, citric, bright, balanced, smooth mouthfeel, delicate and complex, rounded, |87.06999969482422|87.68|0.6100003051757881|https://cupofexcellence.org/directory/wpbdp_category/brazil-2019/page/3/|-14.235004|-51.92528
2018|Burundi|Manirakiza Thrse Ð COOP DOHORERABARIMYI|Lemon, cane sugar, apricot, tamarind, peach, yellow fruit, cardamom, black tea, brown sugar, hazelnut, Phosphoric, citric, Viscious, balanced, thick, silky, |87.31999969482422|87.68|0.3600003051757881|https://cupofexcellence.org/directory/wpbdp_category/burundi-2018/page/4/|-3.3730559999999996|29.918885999999997
2011|Honduras|Ramón Geovany Baide|vanilla, red apple, panela, honey, brown sugar, caramel, cranberry, red grape, raspberry, cherry, raisins, plum, blackberry, black tea, red apple acidity, clean, lively, lime zest, creamy body, consistent, improved as cooled, milk chocolate finish, |88.45999908447266|87.68|0.7799990844726494|https://cupofexcellence.org/directory/wpbdp_category/honduras-2011/|15.199998999999998|-86.241905
2014|Nicaragua|Keyner Antonio Davila Tellez|floral, caramel, sweet milk chocolate, panela, chocolateorange, rum raisin, orange lemon, orange zest, syrupy, good balance, clean, clear, syrupy, |87.20999908447266|87.67|0.4600009155273455|https://cupofexcellence.org/directory/wpbdp_category/nicaragua-2014/|12.865416|-85.207229
2017|El Salvador|AGRICAFE, S.A. DE C.V.|Peach, Blueberry, Fresh Tobacco, Black Currant, Almond, Milk Chocolate, Vanilla BLUEBERRY, SWEET TOBACCO, CITRUS, BLACK CURRANT, Refined, Crisp, Orange Citrus, Rich Mouthfeel, Dark Honey, Sugar Cane, Improved on Cool, Structured, Well Balanced, Complex, |86.44999694824219|87.67|1.2200030517578142|https://cupofexcellence.org/directory/wpbdp_category/el-salvador-2017/page/2/|13.794185|-88.89653
2019|Burundi|SOGESTAL KAYANZA|Floral, peach, cream, pink grapefruit, almond, white grape, tangerine, honey, tropical fruits, maple syrup, lactic, bright, structured, jammy, creamy, lingering, |88.45999908447266|87.67|0.7899990844726545|https://cupofexcellence.org/directory/wpbdp_category/burundi-2019/page/2/|-3.3730559999999996|29.918885999999997
2019|Colombia|Campo Elias Muñoz|Green tea, cherry, peach, sweet cherry tomato, oatmeal, red apple, lychee, cane sugar, cinnamon, ginger, Malic, citric, Long aftertaste, round, bright acidity, |87.5999984741211|87.67|0.07000152587890797|https://cupofexcellence.org/directory/wpbdp_category/colombia-north-2019/page/3/|4.570868|-74.297333
2012|Guatemala|Eleodoro De Jesús Villatoro|AROMA FLAVOR Caramel Brown sugar, Dark chocolate, Fruit, Berries, Floral, Blackcurrant, Nutty, Sweet, Vanilla, , Black tea, Cinnamon, Honey, Wine, Lemon , Rose, Strawberry, Peach, Almond, ,Cedar, Grape fruit, Floral, Complex, Citric, Fruit, apple, Grapes, Soft, Tangy , Tartaric, Lemon, Lively, Bright, Well balanced, Harmonious, Juicy, Sweet, Honey, Caramel, Clean Delicate, Dense, Round, Silky, Creamy, |87.88999938964844|87.66|0.2299993896484409|https://cupofexcellence.org/directory/wpbdp_category/guatemala-2012/|15.783470999999999|-90.23075899999999
2017|Colombia|Fildardo Varón Paya|Buttery, quava, milk choc, orange, mandarin, grapefuit, cinnamon, struedel, raisin, chammile, tamarind, filbert, Citric, mango, malic, sparkling, medhigh intensity, Smooth and rich, stone fruit, |87.73999786376953|87.66|0.07999786376953466|https://cupofexcellence.org/directory/wpbdp_category/colombia-2017/page/3/|4.570868|-74.297333
2012|Guatemala|Agricola Vinaros, S. A.|AROMA FLAVOR Caramel, Orange, Chocolate, Hibiscus, Sweet, Red apple, Honey, Stone fruit, Peach, Green apple, Brown sugar, Melon, Redcurrant, Toffee, Red wine, Caramel, Brown sugar, Floral, Tangerine, Grape fruit, , Bright, Red apple, Malic, Refined,Grapes, Complex, Citric, ,Juicy, Sweet, Honey, Caramel Clean, Round, Well balanced, Buttery, Smooth Lingering, Delicate, |89.37000274658203|87.66|1.7100027465820349|https://cupofexcellence.org/directory/wpbdp_category/guatemala-2012/|15.783470999999999|-90.23075899999999
2018|Rwanda|Kananira|black cherry, peach, dark chocolate, currant, rosehip, berries, rhubarb, passionfruit, white tea, sugar coated almond, stewed strawberry fruit, phosphoric, malic,, full bodied, blood orange, transparent,, |88.3499984741211|87.65|0.6999984741210881|https://cupofexcellence.org/directory/wpbdp_category/rwanda-2018/page/2/|-1.940278|29.873888
2018|Rwanda|Gatera Calixte|blackberry, raisin, sweet tobacco, orange and berries, lime, orangepeel,caramel, coffee pulp, marmalade, red fruits, honey, caramel, sugart ane, milk chocolate,, citic, rounded, vibrant,, well balanced, lasting finish, dark fruit, plum, blackberry,, |87.55000305175781|87.65|0.09999694824219317|https://cupofexcellence.org/directory/wpbdp_category/rwanda-2018/page/2/|-1.940278|29.873888
2018|Colombia|Juval Antonio Gutierrez|Lime, toffee, passionfruit, pear, grapefruit, maple syrup, spices, dried apricot, cola, pistachio, Tartaric, malic, lactic, Persistent, juicy, honey, quenching, |88.44000244140625|87.65|0.7900024414062443|https://cupofexcellence.org/directory/wpbdp_category/colombia-2018/page/3/|4.570868|-74.297333
2012|El Salvador|Carmen Duch Martinez|dark fruit, chocolate, cherry pulp, plum like sweetness, caramel, toffee, floral, rose, fruit notes, ripe, clean, soft finish, |85.55000305175781|87.65|2.099996948242193|https://cupofexcellence.org/directory/wpbdp_category/el-salvador-2012/|13.794185|-88.89653
2017|Burundi|Nkurunziza Egide – GREENCO|caramel, brown sugar, chocolate, black currant, honey, red berry, pamelo, sweet melon, apricot, peach tea, vivid, green apple, grapefruit, vivid, lime, sweet long finish, balanced, orange, black tea finish, |87.2699966430664|87.64|0.3700033569335943|https://cupofexcellence.org/directory/wpbdp_category/burundi-2017/page/2/|-3.3730559999999996|29.918885999999997
2020|Ethiopia|Adem Banta Sute|Sweet raisin, toasted almond, raspberry, wine, red wine, ripe, cola, chocolate, vanilla, raisin molasses, milk chocolate pomegranate, sugar cane, milk chocolate, rose fruits, honey, red fruits jam, grapes, tamara dry fruit, gripes, Citric, malic, green apple, Sugar, ginger, brown sugar, |87.55999755859375|87.64|0.08000244140625057|https://cupofexcellence.org/directory/wpbdp_category/ethiopia-2020/page/3/|9.145|40.489672999999996
2020|Ethiopia|Boledu Industrial PLC|Cola, cherry, pomegranate, strawberry, cinnamon, pineapple, strong cinnamon sourprocess fruity, dry fruits, chocolate, mango, cocoa nibs, Complex tartaric, sour plum, Grape, berry, intense, vicious body unique, lot of flavors, alcoholic,, |88.37999725341797|87.64|0.7399972534179682|https://cupofexcellence.org/directory/wpbdp_category/ethiopia-2020/page/3/|9.145|40.489672999999996
2020|Ethiopia|Fisa Dike Bare|Chocolate chips, carob, clove, sugary, green apple, fruity, coriander, floral veggie, choco floral, toasty, berry fruit bright, shinny, wide, very alive in the mouth,, Rounded acidity, malic, citric, juicy, Raisin, tangy, sweet, strawberry, longlasting, |88.0|87.64|0.35999999999999943|https://cupofexcellence.org/directory/wpbdp_category/ethiopia-2020/page/3/|9.145|40.489672999999996
2020|Costa Rica|Juan Ramon Alvarado Rodrigues|Pear, Tropical Fruits, Lemon, Green Apple, Floral, Dark Chocolate, Floral, Tangerine, Jasmine, Apple, Peach, Stone Fruits, Herb, Floral, , Caramel, Sweet Plum Orange Peel, Malic, Citric, Bright, Brandy, Dried Papaya, Juicy, Transparent, Delicate, Soft, Muscat, Transparent, Smooth, |87.97000122070312|87.64|0.33000122070312443|https://cupofexcellence.org/directory/wpbdp_category/costa-rica-2020/page/2/|9.748917|-83.753428
2017|Brazil|GABRIEL ANTÔNIO MADEIRA|Nuts, red apple, grape, orange, spicy, candied almond, maple sweetness, lemon, Citric, meyer lemon, bright, lively, Earl gray tealike after taste, almonds, peach, apple, ginger, apricots, creamy body, lush, |86.55000305175781|87.63|1.079996948242183|https://cupofexcellence.org/directory/wpbdp_category/brazil-naturals-2017/page/3/|-14.235004|-51.92528
2016|Brazil|Pedro Marques De Souza|Caramel, cherry, brown sugar, cacao, tamarind, prune, cinamon, sugarcane, coconut, Malic, citric, complex, Long aftertatse and fresh, |86.94999694824219|87.63|0.6800030517578081|https://cupofexcellence.org/directory/wpbdp_category/brazil-pulped-naturals-2016/page/2/|-14.235004|-51.92528
2018|Guatemala|Juarez Solares, Guillermo Antonio|Brown sugar, caramel, chocolate, grapefruit, orange, peach, melon, green apple, Bright, citric, grapes, malic, Juicy, well balanced, sweet, honey, transparent, clean, |87.93000030517578|87.63|0.3000003051757858|https://cupofexcellence.org/directory/wpbdp_category/guatemala-2018/page/2/|15.783470999999999|-90.23075899999999
2020|El Salvador|Elisa Beatriz Aguilar Landaverde|Brown Sugar, Nougat, Cocoa, Green Apple, Red Currant, Caramel, Chocolate, Lemon, Melon, Orange, Apple, Brown Sugar, TeaLike, Sweet, Honey Caramel Floral Grapefruits, Balanced, Tartaric Acidity, Juicy, Citric, Malic, Bright Citric Tartaric, Syrupy, Structured, Juicy, Smooth, Lingering, Well Balanced, Creamy, Round, Bitter Choco Round Mouthfeel Improved, |88.05000305175781|87.63|0.42000305175781705|https://cupofexcellence.org/directory/wpbdp_category/el-salvador-2020/page/2/|13.794185|-88.89653
2013|El Salvador|Julia Rosa Mena de Lima|pine apple, butter, pecan, dark chocolate, sugar cane, peach, mango, structured, tangerine, bright, Body silky, smooth, balanced, full, |88.08000183105469|87.63|0.4500018310546921|https://cupofexcellence.org/directory/wpbdp_category/el-salvador-2013/|13.794185|-88.89653
2015|Brazil|José Wagner Ribeiro Junqueira|caramel, toffee, chocolate, blueberry, brown sugar, vanilla, blood orange, grapefruit , sugarcane, stonefruits, honey, peach, spicey, peanut butter, black cherry, lasting, tartaric, orange, rich and velvety mouthfeel, layered silky, long lasting sweetness, very Brazilian, |88.16999816894531|87.63|0.539998168945317|https://cupofexcellence.org/directory/wpbdp_category/brazil-pulped-naturals-2015/|-14.235004|-51.92528
2020|El Salvador|Ignacio Gutierrez Solis|Tart Charry, Bittersweet Chocolate, Red Currant, Plum, Hazelnut, Lemon Curd, Cinnamon, Peach, Floral, Grape, Mango, Plum, Chocolate, Brown Sugar Dark Cherry, Green Apple, Complex Fruit Acidity, Orange, Red Apple, Tropical Acidity, Citric, Crisp Bright, Cherry Juice, Balanced, Creamy, Sweet, Syrup, CandyLike, Floral, |88.18000030517578|87.63|0.5500003051757858|https://cupofexcellence.org/directory/wpbdp_category/el-salvador-2020/page/2/|13.794185|-88.89653
2018|Mexico|Edward Andres Esteve Creixell|Sugar cane, passionfruit, strawberry, cranberry, red grapefruit, blood orange, raspberry, pineapple, coffee blossom, Refined, malic, phosphoric, Syrupy mouthfeel, |88.16000366210938|87.63|0.5300036621093795|https://cupofexcellence.org/directory/wpbdp_category/mexico-2018/page/2/|23.634501|-102.552784
2013|Honduras|COMISAJUL|watermelon, churned butter, sweetness, red current, honey red cherry, rose water, jasmine, lime, tartaric acid, fruit, sweet citric, NAME, |88.27999877929688|87.63|0.6499987792968795|https://cupofexcellence.org/directory/wpbdp_category/honduras-2013/page/2/|15.199998999999998|-86.241905
2019|Honduras|Alex Ramon Ponce Rodriguez|Tropical fruits, honey, bittersweet chocolate, berry, strawberry, cherry cola, sugar cane, brown spice, fresh tobacco, Malic, tartaric, bright, grapefruit, Creamy mouthfeel, dense and rich, |87.06999969482422|87.63|0.5600003051757767|https://cupofexcellence.org/directory/wpbdp_category/honduras-2019/page/3/|15.199998999999998|-86.241905
2009|Brazil|Francisco Isidro Dias Pereira|green apple, pear, apricot honey, pineapple, green fruits, jasmine, floral, crisp, aciditylively with spine, transparent, complex, Note creamy body, rich body with structure and dimension, |88.31999969482422|87.63|0.6899996948242233|https://cupofexcellence.org/directory/wpbdp_category/brazil-pulped-naturals-2009/|-14.235004|-51.92528
2018|Peru|DELIA CAPQUIQUE QUISPE|floral, tropical fruit, black currant, mandarin and green tea, nectarine, lavender, floral, citronella, cocoa, sweet, raw honey and raw sugar, lemongrass, citric, lemony, bright, , elegant and integrated, |87.6500015258789|87.62|0.030001525878901706|https://cupofexcellence.org/directory/wpbdp_category/peru-2018/|-9.189967|-75.015152
2018|Colombia|Linarco Rodriguez Ospina|Dried apricot, black cherry, red currant, vanilla, herbal, cream soda, sweet pastry, Complex, but subtle, citric, tartaric, malic, Sweet and clean finish, crisp, heavy body, juicy, |87.62000274658203|87.62|2.746582026702526e-06|https://cupofexcellence.org/directory/wpbdp_category/colombia-2018/page/3/|4.570868|-74.297333
2018|Rwanda|Bucyana Viateur|black currant, peach, cola, apricot, berry and plum, raspberry, orange and caramel, nectarine,, citric, clean, clear, tannic,, pineapple, green tea, jammy, white peach, creamy mouthfeel, dense,, |88.66000366210938|87.62|1.0400036621093705|https://cupofexcellence.org/directory/wpbdp_category/rwanda-2018/page/2/|-1.940278|29.873888
2018|Rwanda|Siniremera P Claver|dried fruit, dates, peach, cola, lemon, roses, mint, honey,, malic, tartaric, fruit and complex acidity, tannic, malic, lemonlime, grape,, cinnamon, grapefruit and peach,, |87.80999755859375|87.62|0.18999755859374545|https://cupofexcellence.org/directory/wpbdp_category/rwanda-2018/page/2/|-1.940278|29.873888
2018|Rwanda|ÊHakuzimana Ildefonse|orange, strawberry, green apple, butter, caramel, clove,, malic, citric, lingering,, sweet finish, tropical fruits, juicy, syrupy, cocoa finish, pipe tobacco,, |87.58999633789062|87.62|0.03000366210937955|https://cupofexcellence.org/directory/wpbdp_category/rwanda-2018/page/2/|-1.940278|29.873888
2011|Guatemala|Finca La Perla Y Anexos, S. A.|fruits, black tea, peach, honey, luscious fruity, juicy, heavy citrus, tartaric, clean, transparent, creamy, |87.63999938964844|87.61|0.02999938964843807|https://cupofexcellence.org/directory/wpbdp_category/guatemala-2011/|15.783470999999999|-90.23075899999999
2016|Brazil|Merci Santana Silva|Dark fruits, grape, brazil nuts, nutella, cinnamon, sugarcane, raspberry, florals, Citric and tartaric, Heavy, full body sweet, exotic, |87.06999969482422|87.61|0.5400003051757807|https://cupofexcellence.org/directory/wpbdp_category/brazil-pulped-naturals-2016/page/2/|-14.235004|-51.92528
2016|Brazil|Janise Maria Santana Carvalho|Honey, citrus, sugarcane, caramel, chocolate mint, floral, molasses, Cherry, cirtic, lively, bright, refreshing, bright, Long lingering mouthfeel, champagne, silky, dense, |87.62999725341797|87.61|0.01999725341796932|https://cupofexcellence.org/directory/wpbdp_category/brazil-naturals-2016/page/2/|-14.235004|-51.92528
2019|Honduras|Williams Enrrique Gomez Maradiaga|Chocolate, toffee, anise, spice, nutty, biscuit, ginger, whisky, lychee, Quick, but great, bubbly, effervescent, Caramel, full body, syrupy, very sweet, honey sweetness, |87.4000015258789|87.61|0.2099984741210932|https://cupofexcellence.org/directory/wpbdp_category/honduras-2019/page/3/|15.199998999999998|-86.241905
2015|Brazil|Jose_ Bernardes Santana|black tea dried pinealpple chocolate pecan honey jasmine apricotpeach rasins, Grape orange citric, Velvety body, |86.68000030517578|87.61|0.9299996948242182|https://cupofexcellence.org/directory/wpbdp_category/brazil-naturals-2015-january/page/2/|-14.235004|-51.92528
2019|Costa Rica|Maria Auxiliadora Bonilla Solis|intense fruity notes, black sugar, molasses, mango, passion fruit, honey, vanilla, cacao nib, complex acidity, citric tartaric, grape like, elegant, silky mouthfeel, |88.30000305175781|87.61|0.6900030517578131|https://cupofexcellence.org/directory/wpbdp_category/costa-rica-2019/page/3/|9.748917|-83.753428
2014|Costa Rica|Marlene Mayela Brenes Morera|honey, sugar cane, cherry, lime, cinnamon, molasses, vanilla, honey, bakers cocoa, milk chocolate, floral, sweet, citric, malic, snappy, juicy, cocoa aftertaste, juicy, smooth, hefty, jammy, nectarine, peach, transparent, elegant, |87.70999908447266|87.6|0.10999908447266192|https://cupofexcellence.org/directory/wpbdp_category/costa-rica-2014/page/2/|9.748917|-83.753428
2014|Costa Rica|La Pira de Dota|honey, caramel, raspberry, stone fruit, vanilla, toffee, dark jasmine raisin, marmalade, cherry, lemon lime, sugar cane, papaya, banana, chocolate, toffee, structured, citric, lime, pineapple, lemon, phosphoric sparkly, juicy, full bodied aftertaste, lively, smooth finish, chocolate aftertaste, |88.36000061035156|87.6|0.7600006103515682|https://cupofexcellence.org/directory/wpbdp_category/costa-rica-2014/page/2/|9.748917|-83.753428
2013|El Salvador|Graciela Cáceres Martinez|jasmine, cherry, vanilla, coconut, cinnamon, rose, caramel, peach, mango, blackberry jam, crisp, juicy, red grape, refined and clean, sweet finish Body silky, round, well structured, buttery, |88.62999725341797|87.6|1.0299972534179744|https://cupofexcellence.org/directory/wpbdp_category/el-salvador-2013/|13.794185|-88.89653
2017|Burundi|Bigirimana Marie – GREENCO|toffee, floral rose, pollen, cherry, wine, floral, caramelized citrus, roasted almond, sugar, caramel, coffee blossom, dried plum, malic, complex, lemon, mandarin, sugar cane, citric, lemonpeel, tangerine, blackberry, creamy, syrupy, honey, coconut, sugar cane, |87.16999816894531|87.6|0.4300018310546818|https://cupofexcellence.org/directory/wpbdp_category/burundi-2017/page/2/|-3.3730559999999996|29.918885999999997
2014|Costa Rica|Juan Ramón Alvarado|red apple, grapes, red berries, rose hip, melon, chocolate, honey, Mango, blueberry, malic, bright, spicy, juicy, chocolate aftertaste creamy body round, dense, juicy transparent complex, apple aftertaste long creamy finish, |89.16999816894531|87.6|1.5699981689453182|https://cupofexcellence.org/directory/wpbdp_category/costa-rica-2014/|9.748917|-83.753428
2018|Costa Rica|Luis Anastasio Castro Vargas|Roses, date, molasses, raisin, grapes, raspberries, orange, pineapple, Phosphoric, tartaric, crisp, tangy, Chocolate, nutty, creamy, |87.61000061035156|87.59|0.02000061035155909|https://cupofexcellence.org/directory/wpbdp_category/costa-rica-2018/page/4/|9.748917|-83.753428
2018|Rwanda|Nzagiramungu Ildephonse|rose, peach, bergamot, plum, orange and plum,, citric and malic, lively,, vanilla, honey dew, floral, well balanced, |87.16000366210938|87.59|0.4299963378906284|https://cupofexcellence.org/directory/wpbdp_category/rwanda-2018/page/3/|-1.940278|29.873888
2018|Rwanda|Haganj E Remmy|viscous, minty dark chocolate, golden raisin, malic, green tea, herbal, cane sugar,, tartic, lively, red grape, malic, citric, lime, green apple and delicate,, sweet, brown sugar, vanilla, panela sugar,, |87.08999633789062|87.59|0.5000036621093784|https://cupofexcellence.org/directory/wpbdp_category/rwanda-2018/page/3/|-1.940278|29.873888
2018|Brazil|Edmo Junqueira Villela|peach, black tea, lemon, cinnamon, pineapple, tartaric, bright, green apple, silky, dried chocolate, velvety body, |87.4000015258789|87.59|0.1899984741210972|https://cupofexcellence.org/directory/wpbdp_category/brazil-naturals-2018/page/3/|-14.235004|-51.92528
2016|Costa Rica|Manuel Antonio Barrantes Ziga|Herbal, stone fruit, black cherry, apricot, red cherry, plum, peach, honey molasses, sugar cane, Orange, lemon, tangy, apricot, juicy, Complex, well rounded, full bodied, silky, |87.48999786376953|87.59|0.10000213623047216|https://cupofexcellence.org/directory/wpbdp_category/costa-rica-2016/page/2/|9.748917|-83.753428
2018|Brazil|Sérgio dos Reis Oliveira|elderflower, cinnamon, apricot, peach, chocolaty aftertaste, cinnamon apple pie, sugar icing, super sweet, juicy, bright, yellow apple, malic,  lingering fruits, refreshing, |88.04000091552734|87.59|0.4500009155273403|https://cupofexcellence.org/directory/wpbdp_category/brazil-naturals-2018/page/3/|-14.235004|-51.92528
2019|El Salvador|ROBERTO SAMUEL ULLOA VILANOVA|Melon, butter, vanilla, plum candy, dates, white wine, black cherry, honey, grape, sugarcane, milk chocolate, almond , malic, bright, tartaric, Spices, clear, |88.0999984741211|87.59|0.5099984741210903|https://cupofexcellence.org/directory/wpbdp_category/el-salvador-2019/page/2/|13.794185|-88.89653
2018|Rwanda|Bazimaziki Joel|buttery, floral, honey, orange blossom, hibiscus, apricot, black tea, cola,, crisp, complex, lingering, structured, cane and grapefruit, peach, bosch pear, green grape, fresh,, |87.86000061035156|87.59|0.2700006103515591|https://cupofexcellence.org/directory/wpbdp_category/rwanda-2018/page/3/|-1.940278|29.873888
2020|Costa Rica|Alturas de Lourdes P.D.E. S.A.|Bakers Chocolate, Cherry, Macadamia Nut, Caramel, Berry, Dried Fruits, Tangerine, Sugar Cane, Plum, Red Apple, Black Tea, Brown Sugar, Minty, Herbal, Milk Chocolate, Honey, Sweet Lime, Brown Sugar, Malic, Citric Bright, Tamarind, Tangy, Sweet, Soft, Bright Acidity, Round Mouthfeel, Long Aftertaste, |86.9000015258789|87.59|0.6899984741210972|https://cupofexcellence.org/directory/wpbdp_category/costa-rica-2020/page/3/|9.748917|-83.753428
2015|Honduras|Olvin Esmelin Fernandez Paz|Almond, sugar cane, red grape, wine, spicy, cherry, nectarine, butterscotch, chocolate, hazelnut, Juicy, champagne, Sweet, transparent, green macha tea, |87.02999877929688|87.58|0.5500012207031233|https://cupofexcellence.org/directory/wpbdp_category/honduras-2015/page/2/|15.199998999999998|-86.241905
2019|Burundi|BUGESTAL|mandarin, hibiscus tea, dried fruits, watermelon, stone fruits, panela, toffee, chocolate, refined, crisp, viscous, chocolate finish, |86.45999908447266|87.58|1.120000915527342|https://cupofexcellence.org/directory/wpbdp_category/burundi-2019/page/2/|-3.3730559999999996|29.918885999999997
2015|Colombia|Alfredo Baos Joaqui|Leather, clove, chocolate, cinnamon, nutmeg, molasses, lemon grass, black currant, lavender, Complex, tart, malic, Long finish, complex, |87.58999633789062|87.58|0.009996337890626705|https://cupofexcellence.org/directory/wpbdp_category/colombia-north-2015/|4.570868|-74.297333
