Characteristics,Score
"caramel, apricot, california cherry, sugarcane, elderflower, butter, peach, vanilla, melons, complex, cherry acidity, phosphoric, malic, bright , creamy, buttery, layered, smooth, silky, very sweet very solid strcture, sweet aftertaste",88.13
"AROMA: malty, maple, jasmine, cedar, pine, spice, white pepper, vanilla,FLAVOR: herbal, orange, green apple, grapefruit, tangerine, sweet tobacco, vanilla, pine, cedar, apricot, lively, citric, tart, juicy, strawberry , creamy, transparent, long-lasting",88.13
"AROMA: jasmine, chocolate, black cherry, spice, cinnamon, dark fruits ,FLAVOR: ripe fruits, pineapple, peach, black tea, passion fruit, sweet tobacco, sugar cane sweetness, tartaric , long aftertaste",88.13
"Hazelnut, white chocolate, orange, plum, stone fruit, apple, caramel, sweet wood, raisin, licorice, sweet vanilla, sweet corn., Bright, malic, mandarin. , Lingering mouthfeel, long aftertaste.",88.12
"cocoa, mango, apple, raisins, peanut brittle, dark fruits, jasmine floral, brown sugar, bright, citrus, plum , good balance, super juicy, silky mouthfeel, long finish, elegant, transparent, buttery",88.12
"Mango, bergamot and peach, figs and green tea, red wine, marshmellow, cherry, caramel, grapes, Malic, refined, crisp, citric , Smooth, round, juicy aftertaste, transparent",88.11
"Cherry, red apple, milk chocolate, sweet citric, lemongrass, orange, red berry, caramel, honey, Crisp, citric , Lively sparkling, lemonade, transparent",88.11
"Berry, nuts, tangerine, tropical fruits, pineapple, nougat, molasses, grape, vanilla, blackberry, Malic, tartaric, structured and complex , Crisp, long brown sugar finish, vibrant acidity, round, well balanced",88.11
"Apricot, raisin, peach, black fruit, cherries, fuji apple, plum, Citric, complex , Syrupy, smooth",88.11
"Apricot, grape, apple, lavendar, plum, rose, brown sugar, pancake, Citric, bright , Winey, juicy, viscious",88.11
"Rum, melon, lemon, black currant, spicy, raisin, cranberry, red currant, cinnamon, passion fruit., Citric, winy, tartaric, crisp, delicate. , Watermelon, creamy, strong, balanced, cane sugar.",88.1
"Orange, Yellow Raisin, Molasses, Toffee, Dark Berries, Malt, Wild Berries, Mango, Creamy, Plum, Grape, Green Apple, Stone Fruits, Cheery, Nut Chocolate, Red Apple, Orange, Strawberry, Grape, Citric, Orange Acidity, Lemon, Juicy, Complex, Malic Citric, Bright , Tartaric, Citric , Syrupy Mouthfeel, Elegant, Process Notes, Long Finish, Creamy, Improved, Long Aftertaste, Syrupy",88.1
"vanilla, nectarine, dark chocolate powder, marzipan, jasmine apricot brown sugar, nutty, honey, apple, marshmallow, marmalade, melon, malic, tartaric, soft, balanced red wine , sweet long finish, silky mouthfeel, balanced, delicate, structured, sweet, sugar cane",88.09
"tangerine blackberry floral almond sugar cane marzipan red wine vanilla ,tamarind pie crust spicy red wine sugar cherry dark chocolate macadamia, malic, tartaric , big mouthfeel juicy",88.09
"melon, lemon, a lot fruit, pineapple, green tea, honey dew melon, brown sugar, bergamot, plum, crisp, malic, bright, white, grape, citric , muscat, orange cand",88.09
"green apple, apricot, peach, stone-fruit vanilla, pineapple, cinnamon, cacao, lemon, lime, brown sugar, butter, orange, hibiscus, plum, citric, malic, complex, delicate, juicy , smooth, lasting sweetness, zesty, wine like finish",88.09
"Clover, milk chocolate, mandarin, cherry, orange, apricot, Complex fruit acids, green apple, peach, sugar cane , Creamy, exotic fruit on finish, balanced sweetness/acidity, elegant finish",88.09
"tropical fruit, caramel, sweet, grapefruit, honey, caramel, sweet lemon, blackberries, rhubarb, red berries tea, tartaric, dimensional, complex, structured, persisten, sparkling , good body, creamy, viscous",88.08
"Tea rose, mango, peach pineapple jasmine, caramel citrus, orange marmalade, orange juice, papaya, panella, lavender, Complex, intricate, black tea , Creamy body, well resolved",88.08
"oranges, sweet, dark chocolate, cherry, dry tobacco, apricot, cherry, ripe fruit, spicy cinnamon, balanced, apple , creamy body, sweet long finish, buttery, balanced structure",88.08
"lemon, vanilla, dark chocolate, dark choc, pine-y, lively, juicy, green apple , peach, lemonade tea.Body: juicy, silky, round",88.08
"floral, coffee blossom, orange, green apple, cinnamon, milk chocolate, brioche, caramel, mango, complex acidity, apple, malic, cranberry, lime, bright , silky mouthfeel, long aftertaste, sweet finish, super crisp and clean",88.08
"caramel, almond, peach, apricot, chocolate, floral, malt, maple, sweet earth, mango, nutty, mild, delicate, malic, mellow, dry vermouth, refined acidity , elegant silky mouthfeel, balanced, juicy, velvety smooth body, creamy",88.08
"Blueberry, molasses, toasted almond, cherry, apricot, honey, mango, peach, Bright, sparkling, complex acidity , creamy body, well balanced",88.08
"vanilla, grape, chocolate-covered berry, floral, jasmine, tobacco, strawberry, tangerine;, grapefruit, lemon (dry), lemon zest; , smooth, creamy, clean finish, buttery ,big body, tobacco at end, brown sugar",88.07
"Mango, peach, citrus, berry, dried apricot, honey, cinnamon, spice , Citric, malic, bright , Chewy, smooth, silky",88.07
"Blackberries, winy, herbal, peach, red currant, cranberry., Complex, winy, pulpy, bright, grape juice. , Round, velvety, juicy, green apple, smooth, syrup.",88.07
"Passion fruit, raspberry, mango, cherry, red wine, rose, lemony, Bright, malic, tartaric, juicy , jammy, red fruit, creamy body, lavender",88.06
"dark fruits, jasmine, mango on aroma, orange, peach, green apple, papaya, peach, nectarine, lime, green apple, vanilla, brilliant, malic, tartaric, complex fruits, well structured , balanced, cocoa on finish",88.06
"mandarin, papaya, vanilla, honey, mango, guava, coffee blossom, and dried fruit., mandarin, and sparkling. , lush body, bodied increased, very sweet sugar cane, and apple juice.",88.05
"cocoa, stone fruit, peach, plum, mandarin, and mixed berry., red apple, prune, and black currant. , sweet finish, silky mouthfeel, and caramel.",88.05
"Berries, dark chocolate, plum, mango, Cherry-floral,Malt, stone fruit, Cranberry, red grape, Lemon grass, Blackcurrant, black tea, Ripe green apple, vanilla, caramel, orange, complex, transparent, refined, structured, citric, sweet  , Balanced, Transparent, Refined, Chocolate, Floral, Refined, Transparent, Sweet, Transparent, Solid ",88.04
"vanilla, sugar cane, spices floral cedar buttery creamy floral, can sugar, spice, lemon grass, bright, firm, malic , green tea, delicate, silky mouthfeel, good balance, cinnamon",88.03
"Sugarcane, citrus, cedar, maracuya, caramel, dark chocolate, peach, floral, Malic, citric , Round, sweet, long finish",88.03
"spicy, tea, plum, cherry, orange liquor, orange aroma, citric, bright, vibrant, elegant, refined , well balanced, round, sugary, creamy, sweet silky, sweet light body, long finish",88.03
"lack tea, chocolate, cinnamon, jasmine, caramel, pomegranate, butterscotch, cacao nib, almond, lychee, guava, roasted nut, sugar cane, blackberry, refreshing, tart ,  well balanced smooth, coating",88.03
"jasmine, bergamot, chamomile, floral, jasmine, blackberry, red apple, apple cider, apple and pear juice, cherry, plum, cranberries, molasses, structured, juicy,spine, refined , prune, velvety, silky, sweet, fig, lingeing",88.03
"Honey, grape, orange, floral, lemon, lemongrass, chamomile, tropical fruits, melon, jasmine, Lime, malic, citric , Syrupy, round, improved as cooled",88.03
"floral, orange, roses, green apple, grape juice, caramel, almond butter, chocolate, melon, raspberry, green grapes, sweet lime, black grapes, tart, lime and orange acidity, tartaric acidity , velvety mouthfeel, long finish smooth",88.03
"cherries, chocolate, tea, prunes, caramel, grape, pear, sweet chocolate, passion fruit, green apple, malic, delicate, lime , creamy*, rich body, long lingering finish, sugar cane",88.02
"Golden raisin, chocolate covered plum, black currant, caramel, fudgy, marzipan, sweet tobacco, puffed rice, orange, brandy, pineapple, Complex, bright, citric, tartaric , Velvety mouthfeel, creamy, grape, long and transparent",88.01
"Vanilla, lime, raspberry, red currant, cranberry, peach, berry, Bright, crisp, citric, tartaric , Smooth, silky, harmonious, juicy",88
"Peach, Tamarind, Pear, Panela, Brown Sugar, Orange, Caramel, Lemon Butter, Black Tea, Raspberry, Honey, Jasmine, Minty, Herb, Caramel, Blueberry, Pine Apple, Orange, Citric, Citrus, Tartaric, Citric, Bright Acidity, Complex  , Long Aftertaste, Sweet Cream, Sweet, Creamy, Silky, Pear, Syrupy, Silky Long Aftertaste, Green Apple",88
"Kiwi fruit, lime, dark chocolate, green apple, hibiscus, tea like, banana, raspberry, Malic, lime, green apple acidity , Full body, balanced",88
"Honey, tamarinde, blood orange, pommgrenate, raspberry, japanese matcha, jazmin, rose, lyche, Balanced and round, sweet citric, bright, tangarine , Round, long aftertaste",88
"honey, pineapple, red wine, cacao, mango, marshmallow big grape, vibrant, , juicy fruit, round velvet, syrup, caramel",88
"Chocolate, cardamom, plum, black cherry, grapes, tropical sweetness., Sweet, citric, bright. , Creamy mouthfeel, lingering peach, honey, melon and orange, creamy.",88
"Brown sugar, Caramel, Dark chocolate, Fruit, Lemon, Nutty, Sweet, Almond, Bergamot, Berries, Black tea, Brown sugar, Butterscotch, Caramel, Cherry, Chocolate, Fruit, Green apple, Honey, Lemon, Orange, Peach, Redcurrant, Sweet., Apple, Bright, Citric, Complex, Fruit, Grapes, Green apple, Malic, Red apple. , Juicy, Lingering, Long-lasting, Smooth, Harmonious, Well balanced, Clean, Buttery, Creamy, Round, Silky, Sirupy, Smooth, Caramel, Honey, Juicy, Sweet.",88
"BERRY, DARK FRUIT, PERFUMED, STONE FRUIT, SUGAR CANE, CARAMEL, PLUM, APRICOT, ROSEHIP, MILK CHOC., ROSEHIP., STRUCTURED, LIME ZEST, CRISP, BRIGHT, TARTARIC ACID. , WELL BALANCED, CREAMY, BUTTERY, CONSISTENT.",88
"honey, apple, berry, caramel, jasmine, molasses, stone fruits, chocolate, sweet, citric, tangy, winey, crisp , long finish, sugary, round, smooth, buttery good balance",87.98
"Red berries, wild berries, vanilla, honey, chocolate, caramel, mulled wine spices, Citric acidity, peach , Creamy, full bodied, complex, very sweet, complex fruit aftertaste",87.97
"papaya, black tea, dried apricot, jasmine, brown sugar, sweet corn cream, green apple, coconut, malic, bright, mandarin type, citric , pineapple on cool and sparkling, lavender, harmonious and well balanced, buttery",87.97
"Orange, peach, sugar cane, sweet, nectarine, sweet potato, raisin, golden, lime., Green apple, citric, tangy, tartaric. , Refreshing, buttery, orange, delicate, silky, mouthfeel, well balanced, yellow fruit, peach.",87.97
"Chocolate caramel, orange, raisins, cane sugar, apricot, lemon grass., Juicy, malic, citric, lively. , Green apple, white grapes, cola.",87.97
"AROMA: honey floral vanilla granadilla orange zest,FLAVOR: anise milk chocolate blackcurrant golden raisin cinnamon, grapefruit apple bright effervescent , silky creamy cinnamon allspice",87.97
"apple, lemon, chocolate, orange blossom, complex, mango, papaya, wine like, molasses, blackberry, cherry, tangerine, citric, malic, crisp, articulated, developing, evolving , creamy, good balance, good body",87.97
"Almond, Aromatic, Caramel, Dark chocolate, Floral, Fruit, Grape fruit, Lemon, Orange, Sweet, Apricot, Berries, Black tea, Brown sugar., Bright, Citric, Grapes, Lemon, Lively, Malic, Orange, Soft. , Juicy, Lingering, Long-lasting, Well balanced, Clean, Consistent, Dense, Mouth-expanding, Round, Smooth, Well structured, Improved as it cools.",87.97
"passion fruit, sugarcane, berry, caramel, peach, mango, vanilla, orange, Raspberry, citrus, fruit, red grape, stone fruits, grapefruit, Apricot, multi-dimensional, structured, clear, bright, citric, refined, crisp, pointed , Creamy, Exotic, Sweet, Caramel, Chocolate, Floral, Sweet ",87.96
"Maple syrup, caramel, fruits, kiwi, butterscotch, peach, grape, brown sugar, berries, Citric, orange, malic, tartaric, crisp, sparkling, delicate , Buttery body, long aftertaste, well rounded, red fruit, pink apple",87.96
"Mandarin orange, lychee, hibiscus, geranium, melon, green grapes, dried apricots, berries, Orange, citrus , creamy body, juicy, lingering aftertaste",87.96
"Clover, Honey, Lemon, Sweet Cream, Jasmine, Peach, Lime Zest, Almonds, Dark Chocolate, Caramel, Raisin, Dark Chocolate, Strawberry, Minty, Orange, Juicy, White Blossoms, Apricot Floral Bergamot , Eucalyptus, Jasmine, Grapefruit,, Structured, Bright, Lime, Tartaric, Citric, Bright Citric Tartaric Delicate, Lively, Citric, Juicy, , Well Balanced, Zesty, Bright Sweet Dark Chocolate Long Aftertaste Round Mouthfeel, Refreshing",87.96
"Caramel, Port wine, cotton candy, brown sugar, spice, cedar, plum, strawberries, nutmeg, Juicy, sour cherries, raspberry acidity, citric , Creamy body, buttery, big body, dense, vanilla frosting",87.96
"green apple, blueberry, stone fruit, peach, apricot, black cherry, brown sugar, red apple, blackberry, marzipan, nutty, butter, orange-like, citric, lively, juicy, transparent, grapefruit-like , molasses, layered, hint of hops, geranium, refined",87.95
"dark chocolate, honey comb, juicy, bright, orange, stawberries, caramel, brown sugar, sugar cane, syrup and juicy, complex lactic, yougurt, red grapes, citric , lingering after taste",87.95
"Ripe apricot, marshmallow, cinnamon, toffee, almond, cashew, green apple, Citric, lemon, malic , Round mouth-feel, delicate, long sweet finish",87.94
"Lily on aroma, fresh, fruity, caramel, jasmine, milk chocolate, vanilla, pineapple, blueberry, orange, Bright elegant, lemon and apricot acidity , Velvety, rounded mouthfeel, creamy, lingering",87.94
"honey, caramel, black grape, raspberry, lemon, grapefruit, coconut, passion fruit, hazelnut, citrus, juicy, refreshing, malic, red apple, cooked apples , cooked apples, clean and sweet, tart cherry, peach",87.94
"Chocolate, caramel apple, green apple, stone fruit, black tea, honey, toffee, sweet, banana, papaya, coconut, Malic, juicy, lemon, white grapes , Sweet dry finish, red wine-like, delicate, bright, fruity jelly",87.94
"Floral, honey, caramel, Citric, orange , Round body, silky",87.93
"citrus, floral, sugarcane, berry, floral, black tea, Orange, peach juice, cacao nibs, caramel, milk chocolate, Stonefruits, berries, green melon, white sugar, Apple crumble, prune , citric, bright, crisp, transparent , Transparent, Creamy, Perfume, Consistant throughout ",87.93
"Chocolate, cocoa nibs, black cherry, cassis, crisp, sweet, juicy , round, creamy, mouthwatery, stable",87.93
"butterscotch toffee, sugar jasmine red wine ripe fruits, lavendar, ginger, black current, peaches, vanilla, Swiss chocolate, roses, lively, mandarin, tamarind, well structured , malt aftertaste, sugary aftertaste, coconut, caramel, rum raisin",87.93
"apple, berry, red wine, chocolate, toffee, honey, ripe peach strawberry, elegant, bright, juicy, apple winey, grape , sound structure, buttery, round, smooth",87.93
"hazelnut, cacao nibs, icecream, blackberries, green apple, lemon tea, cherries, brown spices, stonefruit, grapefruit,, tartaric, , creamy and butter mouthfeel, vanilla aftertaste, long finish, round mouthfeel",87.92
"Ginger notes, lemon grass, honey, juicy, high sweetness, rose and kiwi, florarl, lyche, apricot, honey dew, melon, peppermint tea, Lively, Tangy, complet, juicy, bright, organge and tangarine, pineapple , Syupy sweet, well balanced, red currant jelly, smooth finish",87.92
"winy, sweet lemon, chocolate, apricot. V=black cherry walnuts, grapes, red, caramel, brown sugar coco rose, vibrant, orange citrus, sparkling, high , elegant, harmonious, balance.Body: creamy, well rounded",87.91
"violet, wine, cherry, apricot, black currant, apple, sweet spice, strawberry, cherry, sweet tobacco, brown sugar, almond, complex, passion fruit, peach , almond, bitter finish",87.91
"Toffee, caramel, cherry, cranberry, chocolate mousse, lemon lime, blood orange, jasmine, floral, lime, grapes, oranges, brown sugar., Crisp, sturdy, tartaric, malic, bright. , Jammy, complex, winy, juicy.",87.91
"Sugar cane, peach, mango, chocolate, orange, grapefruit, spice, tobacco, milk, cherry, green apple, caramel, vanilla, lemon, cedar, honey, mint,caramel, lemongrass, dulce panela, perfume, nectarine, apple crumble, butter, Malic, tartaric, complex, transparent, crisp, green apple, citric, bright, berry-like, grape, citric, , Clean, smooth, silky, creamy, sweet, round, syrupy, malty",87.91
"rum, honeycomb, tangerine, peach, green apple, orange, caramel, floral, citric, malic, bright, , creamy, clean, heavy body, very long finish",87.91
"peach, muscat, peach, cherry juice, marshmallow, yellow peach, grape, delicate, complex, ciric, mild , sweet and buttery, silky, juicy, well balanced and good aftertaste",87.91
"Elderflower, orange peel, earl grey tea, cassis, white grape, raisins, red ginger, Citric, tartaric, refined, well balanced, starfruit , Well balanced, clean, cherry finish, juicy",87.91
"caramel, jasmine, peach, apricot, cherry, honey, stewed fruits, sweet caramel, froot loops, spice, apple, sweet citric, grape, very bright citric, orange,complex, lemons , silky, juicy, creamy, dimension, velvet mouthfeel, dense, buttery, very clean, very sweet",87.91
"Red Apples, Nectarine, Brown Sugar, Molasses, Grape, Candy, Papaya, Cherries, Vanilla, Peach, Apricot, Orange, Brown Sugar, Malt, Floral, Prune, Black Berry, Apricot, Melon, Cherry, Apple, Delicate, Citric, Soft, Lemon, Citric, Sweet Citric, Malic, Bright And Sweet , Clean, Sweet, Nutty, Transparent, Balanced, Well Balanced, Creamy, Silky Mouthfeel, Sugarcane",87.9
"floral, fragrant, dried fruit, honeydew melon, pineapple, sweet apricot Sweet licorice, complex layers, citric lemon, bright, lively, orange oil , creamy, lingering, rich, structured, clean finish",87.9
"Berry, fruit, citrus, mango, wine, nectarine, tropical fruits, floral, Lively, crisp, tartaric , Complex, smooth, silky",87.9
"White grapes, honey, rose, red fruit, lychee, plum, lactic, bright, dynamic , transparent, structured, silky",87.89
"red grape, red apple, honey, jasmine, vanilla, lime, and taro., well integrated acidity, elegant, white grape, and delicate. , brown sugar, and delicate.",87.89
"Raspberry tea, peach, blueberry, apricot, coconut, strawberry lemonade, red cherry, Bright, rounded, crisp, malic , Juicy, structured, refreshing, effervescent, round, orange, mango",87.89
"Kiwi, raisin, fig, perfume, chocolate, cherry, caramel, lime, Tartaric, winey , Silky, vanilla",87.89
"Honey, berries, tangerine, cinnamon, orange, caramel, herbal, floral, pear, molasses, brown sugar, raisins, plum, Complex, bright, citric, mandarin acidity, fine acidity, well structured, hibiscus and pomelo acidity , Multidimensional, very complex, dry sweet coffee, lingering finish, complex",87.89
"rose, lemon, graham, floral, vanilla, sweet herbs, tangerine, lychee, green apple, citric tartaric, big , creamy, silky mouthfeel, honey aftertaste",87.88
"raspberries, red apple, caramel, milk chocolate, jasmine, cinnamon, plum, bright, citric, orange , bright, long sweet finish",87.88
"jasmine, sweet pear, caramel, strawberries, cinnamon, molasses, chocolate, sweet, complex lime, bright, silky bright , brown sugar, creamy, very sweet aftertaste and finish",87.88
"Fresh citrus, lemon grass, green grape, pineapple, spice, sweet tea, minty, Malic and effervescent, green apple, citric, complex, snappy, zingy , Cooled with strong florals, floral rose",87.88
"Flower, grapefruit, green apple, cherries, apple, white peach, dark chocolate, sugar cane, Malic, phosphoric , Lingering finish, complex, full, rich, round body, well balanced",87.88
"chocolate, apricot, peach, sweet, juicy, watermelon, caramel, nougat, grape, cherry, citric, tangerine , good balance, sugary sweet, bright long aftertaste",87.88
"Brown sugar, cherry, hibiscus, malty, black cherry, cola, black tea, rhubarb, blueberries, berries, hazelnuts, mouth feel rounded, lush, dense, Grape, refined, balanced subtle acidity , Long aftertaste, nice balance, fruits",87.88
"honey, grapefruit, sweet berry, cherry, jasmine, floral citrus chocolate hazelnut, cinnamon, nutty walnut, malic, citrus, lemon zest, complex , creamy, long lasting, firm finish, melon finish, long milky body",87.87
"chocolate, tangerine, stone fruit, floral, vanilla, elegant chocolate, complex apple citric, malic , long lasting, full bodied, milk chocolate in body and aftertaste, very sweet aftertaste, good viscosity",87.87
"Orange, red fruit jelly, orange marmalade, cotton candy, honey, milk chocolate, cedar, raspberry, hints of floral, brown sugar, Tartaric, balanced, complex, crisp , As it cooled it mellowed, round body",87.86
"mellow floral, cookies, peach, jazmin, fruity, chocolate, lime, hazelnut, white peach,baked pear, sweet lemon, citric, sweet orange , balanced, candy like mouthfeel, chewy, smooth",87.86
"malted, Molasses, caramel, honey, brown sugar, winy, vanilla, strawberry, cinnamon, vanilla,, tartaric, juicy and lush, , buttery and creamy, peach and cane sugar, balanced, complex, multi-fruit, tropical fruit, plum, grape jelly, almond, jammy, preserved jam.",87.86
"Cream, pineapple, amber honey, citric, orange, juicy, lemon, red fruit, sugar cane citrus fruit, strawberry well balanced attributes, Citric, orange, juicy , Jammy, juicy, brown sugar",87.86
"Apricot, hazelnut, red apple, Grand Cru champagne, malic, crisp, bright , silky, creamy, complex",87.86
"Cherry, sugarcane, green apple, lemongrass, green tea, jasmine, berry, pumpkin spice, Citric, malic , Black tea finish, buttery finish, smooth",87.85
"cherry raspberry, apple, apricot, floral, jasmine, spice, soft, bright, tartness in the beginning , sweet finish, peach, good structure",87.85
"apricot honey anise chocolate caramel peach,sugar cane apricot spicy red wine persimmon very sweet dark chocolate blackberry, structured, bright citric malic , well balanced creamy body cocoa butter elegant",87.85
"AROMA: cinnamon, jasmine, cedar, butter, tobacco, leather, dried fig, molasses,FLAVOR: red apple, melon, milk chocolate, pear, plum, mint, crispy, citric, malic , cinnamon in aftertaste, silky body, cocoa in aftertaste clear",87.84
"Raspberry, plum, dark coffee, toffee, molasses, apricot, cherry almond, plum, cocoa nibs, pineapple., Iced lemon tea, fresh, tartaric, bright crisp. , Complex, mouth coating,",87.83
"Floral, honey, toffee, stone fruit, honey waste, red apple, jasmine, winey, passion fruit, sugar cane, pineapple, tea rose, Bright, crisp, nice clean black tea , Transparent, velvet body, strawberry ice cream, multi-dimensional",87.83
"Brown sugar, floral, caramel, orange, vanilla, melon, butterscotch, raisin, Malic , Clean, sweet, well balanced, honey, syrupy",87.83
"Black current, honey, toffee, maple syrup, vanilla, dates, red wine, Complex, sweet, black berry, tartaric , Dense silky, sweet aftertaste, rich sophisticated",87.83
"lemon, ripe apple, chocolate, tangerine, apricot, light raisin melons, black current, very delicate, soft, bright , honey aftertaste, sweet, round, chocolate, cocoa, aftertaste well balanced velvety chocolate",87.82
"Lemon, citrus, green apple, chocolate, strawberry, apricot, vanilla, honey, Citric, very refined, sauvignon blanc , Candy, fruit, peach, juicy, refined, crisp, long aftertaste, well balanced",87.82
"Green apple, grape, papaya, sugarcane, green grape, orange, jasmine, passion fruit, mandarin orange, chocolate fudge, Phosphoric, tartaric, refined , Silky, creamy, soft, juicy, long aftertaste",87.82
"grape, strawberry, plum, perfumy, honey, vanilla, lactic, lactic, malic , coating, heavy body,",87.82
"Brownie, clove, carob, vanilla, plum, red wine, cinnamon, blueberry, strawberry mango, blueberry full bodied, intense, dry fruits, brandy, Bright, citric, acetic , Raspberry jam, melon, dark chocolate more natural in character",87.82
"almond, mandarin, papaya, dried fruit, red currant, necatarine, red wine, guava, floral, tartaric, bright, crisp, malic, refreshing, juicy, , mint, buttery, toasted rice, honey dew melon, juicy, big flavor",87.82
"sweet citric, caramel, nuts, apple, chocolate, cranberry, pineapple, green apple, spicy, vanilla, red fruit, tangerine, complex, very bright complex and structured, crisp, green apple and orange , long refreshing aftertaste, improved as cooled, heavy, with structure, juicy",87.81
"cedar, Dry fruits, raisin, rum, blackcurrant, caramel, mango, spice, , berries, Blackberry brown sugar caramel, Blueberry jam, cherry, red grape juice, tartaric, round, balanced, sparkling, lingering, clear, Grape, malic, structured , Butter, Creamy, Clarity, Sweet, well structured , edgy",87.81
"Apple, Berry, Cocoa, Cream, Lemongrass, Apricot, Apple, Pink Fruits, Peach, Melon, Brown Sugars, Strawberry, Floral, Passion Fruit, Hibiscus, Lemon, Cheery, Vanilla, Floral Grape Tropical Fruits, Blackberry, Plum, Sugary, Malic Acid, Lemon Acidity, Grapefruit, Orange, Tartaric, Citric, Malic, Bright Tartaric Citric, Malic, Juicy, , Nice Finish, Structured, Lingering Finish, Thick Body, Brown Sugar Orange Sweet, Creamy Body",87.81
"Vanilla, caramel, brown sugar, chocolate, honey, grapefruit, orange, red wine, molasses, Malic, citric, mandarin, orange , Smooth, round, honey, juicy, creamy, syrupy, caramel, chocolate",87.8
"Refreshing, citrus, lemon, orange, sweet , honey, rose water, berry, citrus, Bright, citric, structured, malic , Smooth, creamy, complex, sweet, long finish",87.8
"Honey, caramel, sweet chocolate, chocolate, orange, jam, nuts, berry, nectarine, apricot, Crisp, citrus, tartaric, bright , Good body, creamy body, good clarity",87.8
"Cherries and berries, floral, jazmin, raspberry, rose, lyche, guava, kiwi, Orange, green apple, bright, grape, juicy , Syrupy, transparent, full",87.8
"Apricot, nectar, juicy, tangerine, honey, floral, cedar, lavender, bergamot, brown sugar, peach, tropical, Citric, soft, refined, clear, transparent , Balanced, harmonious, consistent, improved as cooled, structured, balanced, refined, elegant",87.8
"Tootsie roll, bakers chocolate, spice, apricot, tropical, black currant, plum, sugar cane, orange, chocolate, berry, green mango, orange, chocolate, prune, solid, well balanced, refined, caramel, Clear, medium phosphoric, malic, tartaric, intense , Dark chocolate, sweet, raspberry cordial, complex, long sweet finish",87.79
"Rose syrup, coriander, almond, mandarin, cloves, caramel, delicate, sweet, citric , creamy, balanced, elegant",87.79
"Red currant, chocolate, plum, red wine, cane juice, berry, red fruits, toffee, passionfruit., Complex fruit, mandarin, well-balanced with fruit, citric, lactic, fruit. , Smoky.",87.79
"honey, mandarin, caramel, pear, blueberry,, citric and malic, juicy, , creamy, raspberry,",87.79
"floral, crystal clean, melon sweetness, blackcurrant, vanilla toasted nuts, molasses, delicate acidity, subtle, soft , refined, smooth mouthfeel, silky",87.79
"citrus, cashew nut, peach juice, honey, cassis, blackcurrant, lemon, bergamot, brownie, juicy, clean, delicate, citric , round, creamy, toasted hazelnut, fudgy",87.79
"Chocolate, berries, jasmine, red fruits, banana bread, raisin, white chocolate, dry strawberry, green tea, perfume, chamomile, vanilla, mango., Crisp, citric, structured, mandarin. , Well rounded, complex, long finish, blueberry, very clean.",87.79
"cherry, wine, grape, grapefruit, brown sugar, plum, peach, apricot, maple syrup, caramel,, tartaric and malic, , silky, clear, creamy",87.79
"bergamot, hibiscus, milk chocolate, caramel, red plum, raspberries, cantaloupe, green apple, malic, bright, round, juicy, lively , improved on cool, syrupy, roasted nut undertones",87.79
"vanilla, honey, pineapple, lychee, caramel, cherry and plum, maracuya, almond, honey, and sweet throughout., winey acidity, malic acid, and citric. , spiced",87.78
"Red Apple, cocoa, Rum, green apple, chocolate, brown sugar, vanilla, lemonade, orange honey, peach, sweet, hibiscus, and red apple., malic, clean, crisp, and citric. , pineapple, tamarind, dark chocolate, melon, and sweet.",87.78
"Honey melon sweetness, yellow fruit, raisin, grapefruit, peach, coconut, hazelnut, Malic Acidity, bright, liveley, complex, grapes, complex fruit acids , Transparent, smooth and silky body, round",87.78
"Floral, red fruit, berry, cocoa, brown sugar, marzipan, crisp, raisin, apple, cinnamon, plum pudding, stewed fruit, star fruit., Malic, tartaric, high intensity, sweet. , Quenching, silky.",87.78
"vanilla, floral, apricot, caramel brown sugar, dark chocolate, sweet spices lemon, apples, berries, red fruits, cherries, well structured, fine sweet, soft rounded acidity, sweet citric, lime , creamy body, syrupy, orange zest",87.77
"Plum, grapefruit, orange, vanilla, black tea, floral, honey, brown sugar, caramel, chocolate, Citric, malic, mandarin , Honey, syrupy, long lasting, clean, juicy, round, caramel, sweet, silky",87.77
"Grapefruit, candy like, brown sugar, brown spice and chocolate, cedar, vanilla, plum, raspberry, butterscoth, stonefruit, pear, Liveley and bright, kiwi, complex, red apple, malic and soft , Fresh refined aftertaste, structured, complex",87.77
"floral, perfume, rose, black current raisins, plum, chocolate, dark berries, raspberries, red apple, vanilla, spice, dried dates, balanced, complex, clear, malic, grape, tartaric , long spicy finish, very sweet, multi-dimensional",87.77
"orange, plum, tangerine, peach, rose, lemon-lime, mango,maple syrup,, citric, , lasting, juicy, well-structured creamy,",87.76
"melon, dark berries, green apple, peach, citric, malic, brightened cooler , clean and well balanced, walnut, beetroot, chardonnay",87.76
"bergamot, cedar, freshly baked bread, honey, peach, complex fruit aromas, lemon/lime zest, red grapefruit, watermelon, cranberry, green apple, milk chocolate, raisins, rhubarb, malic, citric, multi-dimensional , elegant, creamy body",87.76
"Apple, white grape, melon, sour cherry, pineapple, lemon, orange blossom, honey, Citric, lime, juicy, tangerine , Very clean, honey drops, juicy, lime tonic finish, clean finish, pineapple",87.76
"Vanilla, syrup, caramel apple, green florals, hazelnut, grapes, cacao nibs, watermellon, honey suckle, citric, tartaric, black grape like , creamy",87.75
